ResourceID,name_of_consultation,date_logged,consult_type,development_type,application_type,consult_status,condition_type,condition_description,communication_date,communication_type,communication_notes,planning_outcome,audit_outcome,geometry
19516eb9-d1e6-4434-936c-24a221a746f7,Consultation for 1 Fordem Crossing,2018-10-03,Post-Application,Building alteration,Enquiry,Aborted,Agree WSI,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",22/12/2018,Mail,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Approved - with watching brief condition,IT Failure,POINT (-0.093975697163477 51.5314149955184)
9deaacc2-3643-4ca2-9881-b459da78fe94,Consultation for 3 Ryan Alley,2019-04-15,Condition Application,Land restoration,Listed Building Consent,Dormant,Building Engagement,Fusce consequat. Nulla nisl. Nunc nisl.,16/09/2018,Email,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Approved - with legal agreement,Leave,POINT (-0.09354012 51.532454215)
5318acc4-3caa-465f-ab0b-5a75ba01289d,Consultation for 6466 Heffernan Road,2018-10-15,Pre-Application,Building alteration,Enquiry,Pre-decision assessment/evaluation,Agree WSI,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,03/01/2019,Telephone,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,No outcome,IT Failure,POINT (-0.092120725820527 51.5314620516902)
699e9719-702e-49ea-bab5-0906231bc02c,Consultation for 309 Prairie Rose Street,2018-08-24,Condition Application,Road construction,Appeal,Project Initiation,Agree WSI,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",08/02/2019,Telephone,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Implemented,Leave,POINT (-0.092020181816748 51.5327720600143)
174a54d5-e012-4d29-854f-8b1b5d4ce953,Consultation for 4522 Holmberg Alley,2019-04-11,Pre-Application,Mixed Use,Enquiry,Dormant,Building Engagement,Fusce consequat. Nulla nisl. Nunc nisl.,12/05/2019,Telephone,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Approved - with full condition,Information Unavailable,POINT (-0.090448611023749 51.5315759770994)
c1228773-c6cf-4ade-a613-b4bb280ffbb0,Consultation for 95 South Center,2018-07-31,Post-Application,Building alteration,Appeal,Completed,Agree WSI,In congue. Etiam justo. Etiam pretium iaculis justo.,12/12/2018,Email,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Approved - with watching brief condition,Admin error,POINT (-0.08714131021911 51.5308469761383)
3d600895-1855-46bc-b874-ee76625f1587,Consultation for 020 Sunnyside Trail,2019-02-19,Condition Application,Building alteration,Enquiry,Mitigation,Building Engagement,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",25/03/2019,Email,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,No outcome,Further Information Required,POINT (-0.087019647067563 51.5317224459874)
58724d52-051a-4a87-904b-06749aff15c9,Consultation for 410 Trailsway Place,2019-01-25,Condition Application,Building alteration,Prior Approval,Post-excavation assessment,Building Engagement,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",26/03/2019,Email,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Approved - with full condition,Extended Deadline,POINT (-0.086683912872127 51.532839790207)
9686495c-12b1-4334-8ceb-981757966f6f,Consultation for 0658 Marquette Circle,2018-07-24,Condition Application,Building alteration,Prior Approval,Aborted,Building Recording,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",10/06/2019,Telephone,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Approved - with watching brief condition,Leave,POINT (-0.084910683048868 51.5315766664243)
c10ce98b-5a62-4f16-9854-6d9f29cf5fbf,Consultation for 37 Gerald Junction,2018-11-28,Condition Application,Building alteration,Enquiry,Aborted,Building Engagement,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",04/12/2018,Email,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Approved - with legal agreement,IT Failure,POINT (-0.084051571816581 51.5313707669177)
59d4514d-518d-4c07-8841-789b84fceb61,Consultation for 10843 Kropf Plaza,2018-12-01,Condition Application,Road construction,Appeal,Pre-decision assessment/evaluation,Building Recording,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",13/10/2018,Telephone,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Approved - with legal agreement,Further Information Required,POINT (-0.084678254913874 51.5318468389264)
9c381d7f-7059-49ec-8a63-f427d1293a0b,Consultation for 0099 Becker Alley,2018-10-24,Post-Application,Mixed Use,Listed Building Consent,Project Initiation,Building Engagement,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",09/11/2018,Email,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Implemented,Extended Deadline,POINT (-0.089947890754016 51.530573040054)
661b9bb0-a893-4dd4-bab7-96a2cdc14e53,Consultation for 65861 Ridgeway Alley,2018-09-27,Pre-Application,Mixed Use,Listed Building Consent,Mitigation,Agree WSI,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",16/09/2018,Email,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Implemented,Leave,POINT (-0.088714232825702 51.5310636077223)
252f93b0-f23e-4bf6-84f1-c8440067cbda,Consultation for 58520 Kings Way,2019-01-26,Condition Application,Land restoration,Enquiry,Pre-decision assessment/evaluation,Agree WSI,In congue. Etiam justo. Etiam pretium iaculis justo.,24/01/2019,Email,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Approved - with full condition,IT Failure,POINT (-0.089077614534617 51.5311779494138)
3803e644-c681-4f4b-8f06-316518922d27,Consultation for 45786 Monument Junction,2018-12-08,Pre-Application,Mixed Use,Listed Building Consent,Project Initiation,Building Recording,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,23/09/2018,Mail,In congue. Etiam justo. Etiam pretium iaculis justo.,Approved - with watching brief condition,IT Failure,POINT (-0.090023878841844 51.5313500135568)
489da24e-2e1b-4222-8a6f-a9d66ce2cffa,Consultation for 805 Anthes Way,2018-11-02,Post-Application,Road construction,Appeal,Pre-decision assessment/evaluation,Building Recording,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,06/01/2019,Email,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Approved - with full condition,Information Unavailable,POINT (-0.08966320847838 51.5314068519335)
f132c122-cfb5-43dc-8b82-01d17ceec11f,Consultation for 0488 Pepper Wood Lane,2019-04-16,Post-Application,Building alteration,Appeal,Mitigation,Agree WSI,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",25/03/2019,Telephone,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Approved - with legal agreement,IT Failure,POINT (-0.088943794128268 51.5313909178221)
de3a3a34-6877-4467-a731-5dc367a6fdf3,Consultation for 6 Garrison Way,2019-04-05,Post-Application,Road construction,Enquiry,Post-excavation assessment,Building Recording,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",23/11/2018,Mail,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Implemented,Further Information Required,POINT (-0.089933789114922 51.5316834149953)
5682437b-d814-4c71-b5c8-9b691241e818,Consultation for 2896 Hagan Junction,2018-11-07,Condition Application,Mixed Use,Listed Building Consent,Completed,Building Recording,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,07/03/2019,Email,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Approved - with legal agreement,Further Information Required,POINT (-0.104085276095841 51.5199931943263)
849cdc6e-ec16-4315-9f03-ace6cc4f5aee,Consultation for 652 Haas Place,2019-02-26,Condition Application,Building alteration,Appeal,Dormant,Agree WSI,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",14/09/2018,Email,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,No outcome,Leave,POINT (-0.114709452650268 51.5341976836948)
595f7599-b126-4afc-a3a3-285229a6a859,Consultation for 9 Eastwood Street,2019-01-16,Post-Application,Building alteration,Appeal,Completed,Agree WSI,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,07/11/2018,Telephone,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,No outcome,Information Unavailable,POINT (-0.091341714792065 51.5335407824211)
55b321d0-6bad-47f4-9f4d-e3910815cbfc,Consultation for 41 Moose Circle,2019-05-14,Condition Application,Land restoration,Enquiry,Post-excavation assessment,Building Recording,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",03/10/2018,Mail,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Approved - with watching brief condition,Leave,POINT (-0.087333144724418 51.5332013771575)
250e0cdf-84bd-4b9e-ab28-9a649db7fbb8,Consultation for 2429 Gateway Circle,2019-04-03,Pre-Application,Land restoration,Prior Approval,Mitigation,Building Engagement,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,29/06/2019,Mail,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Approved - with full condition,Leave,POINT (-0.086614425047229 51.5332609852157)
372a5e5b-dd04-440d-9f75-6863f46e7d68,Consultation for 171 Namekagon Park,2018-12-26,Post-Application,Road construction,Appeal,Completed,Agree WSI,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",24/01/2019,Mail,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Approved - with legal agreement,IT Failure,POINT (-0.094473680793071 51.5326098928418)
b6da4a84-c843-4bea-8c22-aec8bd80204f,Consultation for 7 Anzinger Point,2018-10-07,Condition Application,Building alteration,Prior Approval,Aborted,Agree WSI,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",18/11/2018,Mail,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,No outcome,Information Unavailable,POINT (-0.092073699924694 51.533332708576)
3b4323c7-f0f2-4a85-8121-8f822986bd3e,Consultation for 63899 Southridge Plaza,2019-01-16,Post-Application,Road construction,Listed Building Consent,Completed,Agree WSI,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,05/04/2019,Telephone,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Approved - with legal agreement,IT Failure,POINT (-0.092967390854231 51.5339068464967)
7a1f323f-db1b-47ff-837f-51dbfd5cc553,Consultation for 7 Oxford Junction,2018-12-09,Post-Application,Land restoration,Appeal,Pre-decision assessment/evaluation,Building Recording,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",11/09/2018,Mail,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Implemented,Admin error,POINT (-0.086888791425556 51.5211187941846)
be612c8c-0d88-40dc-8408-ca28242f7747,Consultation for 11 Sullivan Parkway,2018-09-24,Post-Application,Road construction,Appeal,Project Initiation,Building Engagement,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,12/10/2018,Mail,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,No outcome,IT Failure,POINT (-0.085952963565774 51.5210417722822)
8c43bfbc-a6ca-4f77-b6cf-a9a9c3001b6c,Consultation for 82056 Vernon Road,2018-10-13,Condition Application,Land restoration,Enquiry,Dormant,Building Recording,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,18/11/2018,Email,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",No outcome,Admin error,POINT (-0.113355186060717 51.5180387877452)
fe4b6466-8cb6-49cb-a712-183cf5855c05,Consultation for 38584 Pawling Crossing,2018-10-16,Condition Application,Building alteration,Prior Approval,Post-excavation assessment,Building Engagement,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",23/09/2018,Mail,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Implemented,Information Unavailable,POINT (-0.099456289132954 51.5319488191923)
31953f54-7890-49d2-8545-f0dc01bdfc5b,Consultation for 14 Gerald Court,2018-10-14,Pre-Application,Road construction,Enquiry,Project Initiation,Agree WSI,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,25/02/2019,Telephone,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Approved - with full condition,Extended Deadline,POINT (-0.096913397818548 51.5314572421119)
77020f76-cc0c-48ed-a30d-639bcb7211a2,Consultation for 685 Service Pass,2018-09-26,Post-Application,Land restoration,Appeal,Completed,Building Recording,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",28/06/2019,Telephone,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Approved - with full condition,Leave,POINT (-0.096412456248027 51.5315201295556)
06a652d7-3fca-47c5-bd37-c9dee4ccd06d,Consultation for 341 Oxford Junction,2019-04-10,Pre-Application,Road construction,Listed Building Consent,Mitigation,Building Engagement,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",29/11/2018,Email,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Implemented,Further Information Required,POINT (-0.100486012679084 51.5284501779728)
